step,reward,mean,median,std,max,min
0,-0.1,-0.1,-0.1,0.0,-0.1,-0.1
1,-0.1,-0.1,-0.1,0.0,-0.1,-0.1
2,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
3,-0.1,-0.1,-0.1,0.0,-0.1,-0.1
4,-0.1,-0.1,-0.1,0.0,-0.1,-0.1
5,-0.1,-0.09999999999999999,-0.1,1.3877787807814457e-17,-0.1,-0.1
6,-0.1,-0.09999999999999999,-0.1,1.3877787807814457e-17,-0.1,-0.1
7,-0.1,-0.1,-0.1,0.0,-0.1,-0.1
8,-0.1,-0.1,-0.1,0.0,-0.1,-0.1
9,-0.1,-0.1,-0.1,0.0,-0.1,-0.1
10,-0.1,-0.1,-0.1,0.0,-0.1,-0.1
11,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
12,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
13,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
14,-0.1,-0.10000000000000003,-0.1,2.7755575615628914e-17,-0.1,-0.1
15,-0.1,-0.1,-0.1,0.0,-0.1,-0.1
16,-0.1,-0.1,-0.1,0.0,-0.1,-0.1
17,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
18,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
19,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
20,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
21,-0.1,-0.10000000000000003,-0.1,2.7755575615628914e-17,-0.1,-0.1
22,-0.1,-0.10000000000000003,-0.1,2.7755575615628914e-17,-0.1,-0.1
23,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
24,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
25,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
26,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
27,-0.1,-0.10000000000000002,-0.1,1.3877787807814457e-17,-0.1,-0.1
28,-0.1,-0.10000000000000003,-0.1,2.7755575615628914e-17,-0.1,-0.1
29,-0.1,-0.10000000000000003,-0.1,2.7755575615628914e-17,-0.1,-0.1
30,-0.08877551020408163,-0.09963791968400267,-0.1,0.0019831955670035657,-0.08877551020408163,-0.1
31,-0.1,-0.09964923469387756,-0.1,0.0019529785711457364,-0.08877551020408163,-0.1
32,-0.1,-0.09965986394557824,-0.1,0.0019241000848613556,-0.08877551020408163,-0.1
33,-0.1,-0.09966986794717889,-0.1,0.0018964642590611756,-0.08877551020408163,-0.1
34,-0.1,-0.0996793002915452,-0.1,0.001869984572690914,-0.08877551020408163,-0.1
35,-0.1,-0.09968820861678006,-0.1,0.0018445826988122398,-0.08877551020408163,-0.1
36,-0.1,-0.09969663541092114,-0.1,0.0018201875344732506,-0.08877551020408163,-0.1
37,-0.1,-0.09970461868958111,-0.1,0.0017967343671665005,-0.08877551020408163,-0.1
