step,reward,mean,median,std,max,min
0,-0.050000000000000024,-0.050000000000000024,-0.050000000000000024,0.0,-0.050000000000000024,-0.050000000000000024
1,-0.050000000000000024,-0.050000000000000024,-0.050000000000000024,0.0,-0.050000000000000024,-0.050000000000000024
2,-0.02666666666666669,-0.042222222222222244,-0.050000000000000024,0.010999438818457406,-0.02666666666666669,-0.050000000000000024
3,-0.04210526315789475,-0.04219298245614037,-0.04605263157894739,0.0095259280719782,-0.02666666666666669,-0.050000000000000024
4,-0.03125000000000001,-0.0400043859649123,-0.04210526315789475,0.009578854989593755,-0.02666666666666669,-0.050000000000000024
5,-0.04500000000000002,-0.04083698830409358,-0.043552631578947384,0.008940256467374882,-0.02666666666666669,-0.050000000000000024
6,-0.038888888888888896,-0.04055868838763577,-0.04210526315789475,0.008305093528686806,-0.02666666666666669,-0.050000000000000024
7,-0.060714285714285735,-0.043078138053467024,-0.043552631578947384,0.010236510271367204,-0.02666666666666669,-0.060714285714285735
8,-0.03125000000000001,-0.041763900491970686,-0.04210526315789475,0.010342195161279264,-0.02666666666666669,-0.060714285714285735
9,-0.054166666666666675,-0.04300417710944029,-0.043552631578947384,0.010493306222023917,-0.02666666666666669,-0.060714285714285735
10,-0.04500000000000002,-0.04318561555403663,-0.04500000000000002,0.010021413186051282,-0.02666666666666669,-0.060714285714285735
11,-0.02666666666666669,-0.041809036480089136,-0.043552631578947384,0.010625644990943555,-0.02666666666666669,-0.060714285714285735
12,-0.02666666666666669,-0.04064423880213357,-0.04210526315789475,0.010977268625005159,-0.02666666666666669,-0.060714285714285735
13,-0.021428571428571446,-0.03927169113259342,-0.04049707602339182,0.011678346865615785,-0.021428571428571446,-0.060714285714285735
14,-0.03125000000000001,-0.038736911723753854,-0.038888888888888896,0.011458419584380963,-0.021428571428571446,-0.060714285714285735
15,-0.052173913043478286,-0.03957672430623663,-0.04049707602339182,0.011561517883324763,-0.021428571428571446,-0.060714285714285735
16,-0.038888888888888896,-0.03953626339933382,-0.038888888888888896,0.011217487449040777,-0.021428571428571446,-0.060714285714285735
17,-0.03125000000000001,-0.03907591543270416,-0.038888888888888896,0.011065441739427312,-0.021428571428571446,-0.060714285714285735
18,-0.03125000000000001,-0.03866402514677236,-0.038888888888888896,0.010911156892230383,-0.021428571428571446,-0.060714285714285735
19,-0.021428571428571446,-0.037802252460862315,-0.03506944444444445,0.011278788435463932,-0.021428571428571446,-0.060714285714285735
20,-0.050000000000000024,-0.03838309758177364,-0.038888888888888896,0.011309333301732989,-0.021428571428571446,-0.060714285714285735
21,-0.02666666666666669,-0.03785053254017787,-0.03506944444444445,0.011315629589591073,-0.021428571428571446,-0.060714285714285735
22,-0.050000000000000024,-0.038378770255822314,-0.038888888888888896,0.011340861402016589,-0.021428571428571446,-0.060714285714285735
23,-0.052173913043478286,-0.03895356787197464,-0.038888888888888896,0.011439195608661393,-0.021428571428571446,-0.060714285714285735
24,-0.054166666666666675,-0.03956209182376232,-0.038888888888888896,0.011597767971634561,-0.021428571428571446,-0.060714285714285735
25,-0.21250000000000002,-0.0462135498305407,-0.04049707602339182,0.03514800377221098,-0.021428571428571446,-0.21250000000000002
26,-0.04500000000000002,-0.046168603540520665,-0.04210526315789475,0.0344917352188972,-0.021428571428571446,-0.21250000000000002
27,-0.021428571428571446,-0.045285030965093905,-0.04049707602339182,0.03417996705052268,-0.021428571428571446,-0.21250000000000002
28,-0.04500000000000002,-0.04527520231112515,-0.04210526315789475,0.03358552776033933,-0.021428571428571446,-0.21250000000000002
