step,reward,mean,median,std,max,min
0,-0.06944444444444446,-0.06944444444444446,-0.06944444444444446,0.0,-0.06944444444444446,-0.06944444444444446
1,-0.06451612903225809,-0.06698028673835127,-0.06698028673835127,0.0024641577060931855,-0.06451612903225809,-0.06944444444444446
2,-0.060714285714285735,-0.06489161973032942,-0.06451612903225809,0.0035739485924017093,-0.060714285714285735,-0.06944444444444446
3,-0.065625,-0.06507496479774706,-0.06507056451612905,0.0031113787373263898,-0.060714285714285735,-0.06944444444444446
4,-0.06764705882352942,-0.06558938360290353,-0.065625,0.0029669932500873413,-0.060714285714285735,-0.06944444444444446
5,-0.06944444444444446,-0.06623189374316037,-0.06663602941176472,0.0030659371362413913,-0.060714285714285735,-0.06944444444444446
6,-0.06857142857142857,-0.06656611300434154,-0.06764705882352942,0.002954205930320192,-0.060714285714285735,-0.06944444444444446
7,-0.06764705882352942,-0.06670123123174002,-0.06764705882352942,0.002786434036815474,-0.060714285714285735,-0.06944444444444446
8,-0.065625,-0.0665816499837689,-0.06764705882352942,0.0026487584874294494,-0.060714285714285735,-0.06944444444444446
9,-0.06857142857142857,-0.06678062784253488,-0.06764705882352942,0.0025827619067131198,-0.060714285714285735,-0.06944444444444446
10,-0.065625,-0.0666755707659408,-0.06764705882352942,0.002484875330608949,-0.060714285714285735,-0.06944444444444446
11,-0.062068965517241406,-0.06629168699521586,-0.06663602941176472,0.0026983493475887404,-0.060714285714285735,-0.06944444444444446
12,-0.07027027027027029,-0.06659773186252774,-0.06764705882352942,0.002800886814312026,-0.060714285714285735,-0.07027027027027029
13,-0.06764705882352942,-0.06667268378831356,-0.06764705882352942,0.0027124976405547285,-0.060714285714285735,-0.07027027027027029
14,-0.07179487179487182,-0.06701416298875079,-0.06764705882352942,0.0029154153232975252,-0.060714285714285735,-0.07179487179487182
15,-0.07027027027027029,-0.06721766969384575,-0.06764705882352942,0.0029308093226768947,-0.060714285714285735,-0.07179487179487182
16,-0.06944444444444446,-0.06734865644388097,-0.06764705882352942,0.0028911746073840496,-0.060714285714285735,-0.07179487179487182
17,-0.06944444444444446,-0.06746508911057894,-0.068109243697479,0.002850433198403223,-0.060714285714285735,-0.07179487179487182
18,-0.065625,-0.0673682423152853,-0.06764705882352942,0.0028046687649020156,-0.060714285714285735,-0.07179487179487182
19,-0.06666666666666667,-0.06733316353285437,-0.06764705882352942,0.0027379259367879267,-0.060714285714285735,-0.07179487179487182
20,-0.0738095238095238,-0.06764156164126721,-0.06764705882352942,0.003006902486907793,-0.060714285714285735,-0.0738095238095238
21,-0.0738095238095238,-0.06792192355800614,-0.068109243697479,0.003206422599425867,-0.060714285714285735,-0.0738095238095238
22,-0.06764705882352942,-0.06790997291737672,-0.06764705882352942,0.0031364440908593625,-0.060714285714285735,-0.0738095238095238
23,-0.07027027027027029,-0.06800831864041396,-0.068109243697479,0.0031064204597850997,-0.060714285714285735,-0.0738095238095238
24,-0.07105263157894738,-0.06813009115795529,-0.06857142857142857,0.0031015704497452798,-0.060714285714285735,-0.0738095238095238
25,-0.06764705882352942,-0.06811151299124661,-0.068109243697479,0.0030427582865475266,-0.060714285714285735,-0.0738095238095238
26,-0.07179487179487182,-0.06824793368767718,-0.06857142857142857,0.0030658360798649404,-0.060714285714285735,-0.0738095238095238
27,-0.06857142857142857,-0.06825948707638257,-0.06857142857142857,0.0030111897561424417,-0.060714285714285735,-0.0738095238095238
28,-0.07105263157894738,-0.06835580240405723,-0.06857142857142857,0.0030023899590166836,-0.060714285714285735,-0.0738095238095238
29,-0.07027027027027029,-0.06841961799959767,-0.06857142857142857,0.0029718626752586155,-0.060714285714285735,-0.0738095238095238
30,-0.060714285714285735,-0.06817105889361987,-0.06857142857142857,0.00322498286037371,-0.060714285714285735,-0.0738095238095238
31,-0.06451612903225809,-0.06805684233545231,-0.06857142857142857,0.003237268363929666,-0.060714285714285735,-0.0738095238095238
32,-0.065625,-0.0679831501434689,-0.06857142857142857,0.0032149822379236755,-0.060714285714285735,-0.0738095238095238
33,-0.06944444444444446,-0.06802612938761525,-0.06857142857142857,0.0031769585519383727,-0.060714285714285735,-0.0738095238095238
34,-0.0738095238095238,-0.0681913692282412,-0.06857142857142857,0.0032761311488303576,-0.060714285714285735,-0.0738095238095238
35,-0.065625,-0.0681200811941234,-0.06857142857142857,0.003257723878425701,-0.060714285714285735,-0.0738095238095238
36,-0.062068965517241406,-0.06795653752718063,-0.06857142857142857,0.003359882215352096,-0.060714285714285735,-0.0738095238095238
37,-0.06666666666666667,-0.06792259355716712,-0.068109243697479,0.003321801580141046,-0.060714285714285735,-0.0738095238095238
38,-0.065625,-0.06786368090185513,-0.06764705882352942,0.0032989877113041746,-0.060714285714285735,-0.0738095238095238
39,-0.06333333333333337,-0.06775042221264208,-0.06764705882352942,0.003333393258822093,-0.060714285714285735,-0.0738095238095238
40,-0.0738095238095238,-0.06789820517841968,-0.06764705882352942,0.0034225853331692024,-0.060714285714285735,-0.0738095238095238
41,-0.06764705882352942,-0.06789222550330326,-0.06764705882352942,0.003381811565791147,-0.060714285714285735,-0.0738095238095238
42,-0.06857142857142857,-0.06790802092349221,-0.06764705882352942,0.0033438241097327286,-0.060714285714285735,-0.0738095238095238
43,-0.065625,-0.06785613408432194,-0.06764705882352942,0.0033230722090932525,-0.060714285714285735,-0.0738095238095238
44,-0.06764705882352942,-0.06785148796741544,-0.06764705882352942,0.003286086267136636,-0.060714285714285735,-0.0738095238095238
45,-0.065625,-0.06780308605508031,-0.06764705882352942,0.0032663495625235937,-0.060714285714285735,-0.0738095238095238
46,-0.07105263157894738,-0.06787222532154558,-0.06764705882352942,0.003265261027946165,-0.060714285714285735,-0.0738095238095238
47,-0.06333333333333337,-0.06777766507179114,-0.06764705882352942,0.003295460994591568,-0.060714285714285735,-0.0738095238095238
48,-0.0725,-0.06787403925399949,-0.06764705882352942,0.0033293020903061702,-0.060714285714285735,-0.0738095238095238
49,-0.0760869565217391,-0.06803829759935427,-0.06764705882352942,0.003490648472313232,-0.060714285714285735,-0.0760869565217391
50,-0.07441860465116278,-0.06816340165919366,-0.06764705882352942,0.0035676692386676042,-0.060714285714285735,-0.0760869565217391
51,-0.06333333333333337,-0.06807051572985019,-0.06764705882352942,0.0035949279661942526,-0.060714285714285735,-0.0760869565217391
52,-0.06764705882352942,-0.06806252597690074,-0.06764705882352942,0.003561318127572019,-0.060714285714285735,-0.0760869565217391
53,-0.060714285714285735,-0.06792644745351899,-0.06764705882352942,0.003664633269456239,-0.060714285714285735,-0.0760869565217391
54,-0.065625,-0.06788460295436409,-0.06764705882352942,0.003644161845133524,-0.060714285714285735,-0.0760869565217391
