episode,length,time,reward,delta
0,18.0,0.0013274053108034423,-11.8,-10.0
1,41.0,0.0027792548680736218,-14.100000000000001,-10.0
2,80.0,0.005317917521097115,-17.999999999999986,-10.0
3,31.0,0.002012046203162754,-13.100000000000001,-10.0
4,32.0,0.002062218962237239,-13.200000000000001,-10.0
5,50.0,0.003745969388546655,-14.999999999999998,-10.0
6,144.0,0.009146849743046914,-24.399999999999963,-10.0
7,55.0,0.004104684872800135,-15.499999999999996,-10.0
8,51.0,0.0036325868513813475,-15.099999999999998,-1.0
9,16.0,0.0011318500619381666,-11.6,-10.0
10,87.0,0.005786459993032622,-18.699999999999985,-10.0
11,72.0,0.00486517749777704,-17.19999999999999,-10.0
12,27.0,0.001775009541233885,-12.700000000000001,-9.91
13,80.0,0.005381127299187938,-17.999999999999986,-10.0
14,25.0,0.002024688157689525,-12.5,-10.0
15,32.0,0.0023197988030005945,-13.200000000000001,-9.901
16,27.0,0.0018425649886921747,-12.700000000000001,-9.8686
17,48.0,0.003367105789948255,-14.799999999999999,-10.0
18,13.0,0.0009414306114194915,-11.3,-9.86463709696
19,32.0,0.0023067617858032463,-13.200000000000001,-9.91
20,65.0,0.004471696636755951,-16.499999999999993,-10.0
21,162.0,0.01183603067875083,-26.19999999999996,-10.0
22,117.0,0.00779416052318993,-21.699999999999974,-1.0
23,24.0,0.0021400460009317612,-12.4,-10.0
24,50.0,0.003301130585896317,-14.999999999999998,-10.0
25,86.0,0.0059480399831954855,-18.599999999999987,-10.0
26,42.0,0.003638117706941557,-14.200000000000001,-9.8776
27,19.0,0.001394565697410144,-11.9,-9.91
28,86.0,0.006097768142353743,-18.599999999999987,-10.0
29,47.0,0.0033722415846568765,-14.7,-9.8776
30,15.0,0.001125924145526369,-11.5,-8.965936
31,36.0,0.002510218255338259,-13.600000000000001,-9.839142064
32,58.0,0.003813524837823934,-15.799999999999995,-0.8965935999999992
33,53.0,0.0036649818630394293,-15.299999999999997,-9.8646401296
34,31.0,0.002175206440369948,-13.100000000000001,-9.852796
35,28.0,0.0020618239032046404,-12.8,-10.0
36,28.0,0.001855206945037935,-12.8,-1.0
37,14.0,0.00101451691625698,-11.4,-0.9852796000000001
38,62.0,0.005607497312666965,-16.199999999999996,-10.0
39,18.0,0.0013961459408164956,-11.8,-0.9877599999999997
40,91.0,0.009006603051602724,-19.099999999999984,-10.0
41,61.0,0.006461224356826278,-16.099999999999994,-10.0
42,31.0,0.003643648564320756,-13.100000000000001,-9.8440942816
43,32.0,0.00241895914041379,-13.200000000000001,-10.0
44,123.0,0.008404529929975979,-22.299999999999972,-10.0
45,26.0,0.0026789093481056625,-12.600000000000001,-9.901
46,287.0,0.023922530097479466,-38.70000000000014,-0.09999999999999964
47,42.0,0.004695301222454873,-14.200000000000001,-10.0
48,37.0,0.003974314708102611,-13.700000000000003,-10.0
49,42.0,0.004719004888102063,-14.200000000000001,-10.0
50,67.0,0.0055786578504921636,-16.699999999999992,-1.0
51,63.0,0.004259548823029036,-16.299999999999994,-10.0
52,30.0,0.0021748113776993705,-13.000000000000002,-1.0
53,18.0,0.001561676543133217,-11.8,-9.87436
54,204.0,0.01681972650658281,-30.40000000000002,-10.0
55,61.0,0.0055032011805451475,-16.099999999999994,-0.9864637096960003
56,69.0,0.006194558112838422,-16.89999999999999,-9.901
57,107.0,0.009695194556115894,-20.699999999999978,-10.0
58,44.0,0.0049753995444916654,-14.4,-10.0
59,52.0,0.005481472819155897,-15.199999999999998,-1.0
60,44.0,0.004795251681571244,-14.4,-1.0
61,21.0,0.001669923287408892,-12.100000000000001,-9.833893658761582
62,25.0,0.0018962932990689296,-12.5,-0.009999999999999787
63,85.0,0.006674557354926947,-18.499999999999986,-10.0
64,150.0,0.010734995383245405,-24.999999999999964,-9.91
65,48.0,0.005233769508777186,-14.799999999999999,-9.84496816
66,35.0,0.0023478481416532304,-13.500000000000002,-10.0
67,34.0,0.002601872431114316,-13.400000000000002,-0.9839142063999997
68,33.0,0.002287403793161502,-13.3,-0.09999999999999964
69,44.0,0.004669622250730754,-14.4,-0.09999999999999964
70,48.0,0.0037763890941278078,-14.799999999999999,-1.0
71,9.0,0.0006712088143103756,-10.9,-1.0
72,37.0,0.00272315619076835,-13.700000000000003,-9.85733056
73,129.0,0.008563739553210326,-22.89999999999997,-1.0
74,75.0,0.006687594370305305,-17.49999999999999,-10.0
75,19.0,0.0020641942701331573,-11.9,-9.83352395819367
76,50.0,0.005128288192281616,-14.999999999999998,-10.0
77,45.0,0.0029779706019326113,-14.5,-1.0
78,25.0,0.001666367736106622,-12.5,-10.0
79,58.0,0.0037586113448924152,-15.799999999999995,-10.0
80,16.0,0.0010970846851705573,-11.6,-0.09999999999999964
81,28.0,0.0018974784816236934,-12.8,-0.009999999999999787
82,71.0,0.004594165580783738,-17.09999999999999,-10.0
83,72.0,0.0046692271880601766,-17.19999999999999,-8.953894146016001
84,31.0,0.002170465706512914,-13.100000000000001,-10.0
85,84.0,0.00541352230902703,-18.399999999999984,-0.09999999999999964
86,50.0,0.0032616244770906633,-14.999999999999998,-0.0009999999999994458
87,46.0,0.0030601433136325795,-14.6,-0.9909999999999997
88,47.0,0.0030826617949060164,-14.7,-0.09999999999999964
89,52.0,0.003387648966963752,-15.199999999999998,-10.0
90,70.0,0.004660140784835676,-16.999999999999993,-10.0
91,46.0,0.003023402628969052,-14.6,-0.895389414601599
92,138.0,0.008867936603564885,-12.799999999999967,1.0
93,54.0,0.006062212643882958,-15.399999999999997,-9.835836605479937
94,48.0,0.003579648664526758,-14.799999999999999,-9.86068036
95,41.0,0.0027693783395079663,-14.100000000000001,-0.9877599999999997
96,57.0,0.003935993780032732,-15.699999999999996,-10.0
97,21.0,0.0015099235406523803,-12.100000000000001,-1.0
98,28.0,0.002995748351168004,-12.8,-9.999999999976694e-05
99,56.0,0.005784879747807281,-15.599999999999996,-1.0
100,65.0,0.005492139469424728,-16.499999999999993,-0.09877600000000086
101,40.0,0.0026883908121817512,-14.000000000000002,-9.837497990031617
102,99.0,0.007204334295238368,-19.89999999999998,-1.0
103,160.0,0.010416576133138733,-14.99999999999996,1.0
104,183.0,0.016530541779502528,-28.29999999999999,-1.0
105,32.0,0.0037653273830073886,-13.200000000000001,-9.845514316
106,45.0,0.0030166865908540785,-14.5,-1.0
107,45.0,0.004008289963167044,-14.5,-10.0
108,58.0,0.004855300969211385,-15.799999999999995,-9.833903429087355
109,26.0,0.0017576268528500805,-12.600000000000001,-9.834524535481455
110,32.0,0.003450068623351399,-13.200000000000001,-9.91
111,37.0,0.004088882427822682,-13.700000000000003,-9.91
112,31.0,0.0020788115289178677,-13.100000000000001,-0.08953894146016061
113,59.0,0.0038332778931362554,-15.899999999999995,-9.838163911456
114,71.0,0.004611153206496965,-17.09999999999999,-9.86212
115,68.0,0.004451943581443629,-16.79999999999999,-9.91
116,15.0,0.0010425662530906266,-11.5,-8.858969490888704
117,63.0,0.004296684568544151,-16.299999999999994,-0.09909999999999997
