episode,length,time,reward,delta
0,60.0,0.004126413232370396,-15.999999999999995,-10.000450063725692
1,18.0,0.0012969856043127947,-11.8,-10.000240828381264
2,40.0,0.002644143969519064,-14.000000000000002,-10.000199423873639
3,36.0,0.002356144424993545,-13.600000000000001,-10.000267994655303
4,85.0,0.006407496047359018,-18.499999999999986,-10.000027766725728
5,13.0,0.0009430108557353378,-11.3,-10.000396996577702
6,150.0,0.009577466346854635,-24.999999999999964,-9.999710198212867
7,35.0,0.0023154531309046433,-13.500000000000002,-9.949398990021004
8,10.0,0.0007004433373367647,-11.0,-4.974699495010502
9,30.0,0.0019911079652956687,-13.000000000000002,-10.000515804190428
10,28.0,0.0018188613239544793,-12.8,-9.932450558316319
11,17.0,0.0011350105523888487,-11.700000000000001,-9.99960161805435
12,53.0,0.0033659206064839964,-15.299999999999997,-10.000303922521153
13,22.0,0.0014617260849263403,-12.200000000000001,-5.000225031862845
14,80.0,0.005067843842880393,-17.999999999999986,-9.999605724801766
15,133.0,0.008760875044572458,-23.29999999999997,-9.999592225454336
16,10.0,0.0007154556597015471,-11.0,-10.000452661512533
17,33.0,0.002143206489563454,-13.3,-7.450257278104964
18,33.0,0.0021439966112666298,-13.3,-9.99995070476022
19,70.0,0.004429425099260698,-16.999999999999993,-4.999802862400884
20,44.0,0.002892242342568352,-14.4,-9.999594945933751
21,45.0,0.002866168309992645,-14.5,-4.999975352380109
22,14.0,0.00094538122175436,-11.4,-9.99969608365008
23,25.0,0.0016240961995208636,-12.5,-5.000198498288851
24,36.0,0.0025599959544706508,-13.600000000000001,-9.885877595044096
25,56.0,0.003539352431289444,-15.599999999999996,-10.000408664981398
26,18.0,0.0011863684958370868,-11.8,-3.725128639052482
27,105.0,0.006763051041161816,-20.49999999999998,-5.000151961260577
28,45.0,0.0028796003871320863,-14.5,-4.999796112727168
29,39.0,0.002552489793743007,-13.900000000000002,-10.00046135853488
30,56.0,0.0035476487146297586,-15.599999999999996,-9.950116775627004
31,27.0,0.0017520959963803762,-12.700000000000001,-4.975058387813502
32,38.0,0.0024288356680699508,-13.800000000000002,-5.000226330756266
33,32.0,0.0022190582212715526,-13.200000000000001,-10.000131878519516
34,25.0,0.0016319974211000954,-12.5,-6.174148913744999
35,22.0,0.0014392076027434086,-12.200000000000001,-2.4873497475052506
36,32.0,0.002076836224659928,-13.200000000000001,-2.5000992491444256
37,43.0,0.002777279561996693,-14.3,-9.99957444590783
38,69.0,0.0046613259673904395,-16.89999999999999,-5.0001339973276515
39,69.0,0.004344091900748026,-16.89999999999999,-9.94988438278159
40,62.0,0.003915055541256152,-16.199999999999996,-9.99968049885984
41,14.0,0.0009698750109237153,-11.4,-2.4875291939067505
