episode,length,time,reward,delta
0,20.0,0.0014443433965425356,-12.0,-10.0
1,27.0,0.0017643428909650538,-12.700000000000001,-10.0
2,34.0,0.002177971867240558,-13.400000000000002,-10.0
3,74.0,0.004779844298354874,-17.39999999999999,-10.0
4,133.0,0.008446011343949067,-23.29999999999997,-10.0
5,16.0,0.0011342204297761782,-11.6,-10.0
6,34.0,0.0023774777246217127,-13.400000000000002,-10.0
7,47.0,0.005074164821053273,-14.7,-10.0
8,44.0,0.0033651304847808206,-14.4,-10.0
9,52.0,0.004151302081481845,-15.199999999999998,-9.979824
10,106.0,0.0073287785426146,-20.59999999999998,-10.0
11,51.0,0.004030808445349976,-15.099999999999998,-10.0
12,69.0,0.005059547560449573,-16.89999999999999,-9.99
13,171.0,0.012351190358458553,-27.099999999999973,-10.0
14,22.0,0.0015802444168002694,-12.200000000000001,-9.971184
15,74.0,0.0051942633972430485,-17.39999999999999,-10.0
16,169.0,0.015721061576186912,-26.89999999999997,-10.0
17,42.0,0.00511485611423268,-14.200000000000001,-10.0
18,144.0,0.010820328580848582,-24.399999999999963,-10.0
19,91.0,0.007625074370480434,-19.099999999999984,-10.0
20,49.0,0.003622315262873599,-14.899999999999999,-9.0
21,64.0,0.006622409287956543,-16.39999999999999,-10.0
22,69.0,0.004977374850568594,-16.89999999999999,-8.1
23,163.0,0.013385855389969947,-26.29999999999996,-10.0
24,195.0,0.015748320793136372,-29.500000000000007,-9.935430027692393
25,40.0,0.0026607365361996926,-14.000000000000002,-9.0
26,56.0,0.005523349296709057,-15.599999999999996,-10.0
27,18.0,0.0016071085710791522,-11.8,-9.0
28,44.0,0.003075550695939455,-14.4,-9.94456497
29,104.0,0.009478701070293027,-20.399999999999977,-9.9804
30,78.0,0.005172930096705386,-17.79999999999999,-9.0
31,57.0,0.005619349144581065,-15.699999999999996,-9.926146597650535
32,85.0,0.0060361386103977566,-18.499999999999986,-10.0
33,85.0,0.007890555432823021,-18.499999999999986,-8.991
34,27.0,0.002072885613415565,-12.700000000000001,-10.0
35,54.0,0.0038941173033890664,-15.399999999999997,-9.0
36,81.0,0.007779148200825148,-18.099999999999987,-9.97924188
37,20.0,0.001420244669134263,-12.0,-9.9695850806496
38,51.0,0.003853426009300165,-15.099999999999998,-9.924187884395812
39,103.0,0.00979791044301237,-20.29999999999998,-9.971184
40,51.0,0.003930462924472522,-15.099999999999998,-10.0
41,101.0,0.008708331917659962,-20.09999999999998,-9.9804
42,106.0,0.0076136175985084265,-20.59999999999998,-9.94791599616
43,85.0,0.007363938980233797,-18.499999999999986,-10.0
44,134.0,0.01088077292934031,-23.39999999999997,-10.0
45,165.0,0.012388326102154679,-26.499999999999964,-10.0
46,23.0,0.003551204265022534,-12.3,-9.953942066668574
47,116.0,0.008284826414637791,-21.599999999999973,-10.0
48,46.0,0.00424769699202443,-14.6,-9.914447782673895
49,21.0,0.001476738406381628,-12.100000000000001,-8.1
50,67.0,0.0047008320780150825,-16.699999999999992,-10.0
51,318.0,0.024962330923699483,-41.80000000000018,-9.97932
52,72.0,0.0053894235816187575,-17.19999999999999,-9.94927603152
53,46.0,0.0043990053945890395,-14.6,-9.960516596556621
54,41.0,0.0032197479986280086,-14.100000000000001,-8.1
55,191.0,0.01482782842049346,-29.1,-10.0
56,61.0,0.004037919545226032,-16.099999999999994,-9.989364
57,91.0,0.008884924231097102,-19.099999999999984,-9.0
58,28.0,0.002030614075010817,-12.8,-9.0
59,142.0,0.010972427105116367,-24.199999999999967,-10.0
60,206.0,0.01464135957940016,-30.600000000000023,-10.0
61,46.0,0.003130464188870974,-14.6,-9.959493036509702
62,62.0,0.004254017968378321,-16.199999999999996,-8.958547860001717
63,187.0,0.013445114555906912,-28.699999999999996,-9.94137387887352
64,95.0,0.007008779048192082,-19.499999999999982,-9.97114944
65,33.0,0.0021914039443799993,-13.3,-9.0
66,207.0,0.01505380337130191,-30.700000000000024,-10.0
67,82.0,0.005762361264714855,-18.19999999999999,-10.0
68,111.0,0.008472085377434269,-21.099999999999977,-10.0
69,167.0,0.012423881601534958,-26.699999999999967,-9.96379788
70,154.0,0.0107586990479831,-25.399999999999963,-9.9804
71,89.0,0.007508926405535021,-18.899999999999984,-9.928812249301847
72,100.0,0.007235544121613202,-19.99999999999998,-9.08886
73,15.0,0.0010686402865758282,-11.5,-9.0
74,205.0,0.014615680606766546,-30.50000000000002,-8.954348428368
75,91.0,0.006047200320608681,-19.099999999999984,-10.0
76,228.0,0.015756222014715604,-32.800000000000054,-8.9740656
77,235.0,0.015597012389662268,-33.500000000000064,-10.0
78,52.0,0.0037301669444786967,-15.199999999999998,-9.918903743938369
79,165.0,0.01110398245327815,-26.499999999999964,-7.29
80,52.0,0.0034958957103299326,-15.199999999999998,-10.0
81,83.0,0.0054218185923673445,-18.299999999999986,-9.963375599999999
82,65.0,0.004677918534071068,-16.499999999999993,-9.08878944
83,266.0,0.017990687619203527,-36.60000000000011,-9.0
84,63.0,0.003996438129433955,-16.299999999999994,-9.026030001622216
85,81.0,0.005502411057932477,-18.099999999999987,-9.0
86,205.0,0.013790397960292466,-30.50000000000002,-10.0
87,84.0,0.0058496697683949606,-18.399999999999984,-9.927707576286544
88,107.0,0.007377371057373239,-20.699999999999978,-10.0
89,237.0,0.016136665858539345,-33.70000000000007,-9.0
90,99.0,0.006987445747654419,-19.89999999999998,-9.99
91,29.0,0.0020855275688518304,-12.900000000000002,-8.9904276
92,135.0,0.009120775710471207,-23.499999999999968,-9.9894
93,17.0,0.001157529035481275,-11.700000000000001,-8.1
94,203.0,0.013704669701837702,-30.30000000000002,-10.0
95,88.0,0.005534411007829476,-7.799999999999985,1.0
96,93.0,0.005968583160210983,-19.299999999999983,-9.947040812908767
97,53.0,0.003800882883297163,-15.299999999999997,-9.99
98,95.0,0.006209965495145298,-19.499999999999982,-9.99
99,86.0,0.005564040589888464,-18.599999999999987,-10.0
100,214.0,0.019257648580605746,-31.400000000000034,-8.981387999999999
101,200.0,0.017197404922626447,-30.000000000000014,-9.921916359852863
102,35.0,0.003855401314467599,-13.500000000000002,-9.835893340773158
103,118.0,0.009492923270954634,-21.799999999999976,-9.978724519972317
104,433.0,0.041439539453676844,-53.300000000000345,-10.0
