steps,time,reward,delta,converged
1,0.0008078999579765878,-1.09,1.0000464377354206,False
2,0.003939944391277095,-0.262295081967213,1.0000597716126551,False
3,0.00047683875266102405,-1.5142857142857142,1.0000211811319086,False
4,0.0012871090771113813,-0.65,1.0000022300471056,False
5,0.002256193965422426,-0.3911764705882353,1.0000060911589146,False
6,0.0009576281163390377,-0.8071428571428572,1.0000206818411541,False
7,0.004413227593886404,-0.262295081967213,0.9999775408292839,False
8,0.0007284926759894006,-1.09,1.000013441488281,False
9,0.0019741203371950178,-0.43000000000000005,1.0000191868115447,False
10,0.002312687703351912,-0.4535714285714286,0.9999935117098533,False
11,0.003610068369198416,-0.36052631578947375,0.9989946806758747,False
12,0.0019022192161628482,-0.595,1.000027554227675,False
13,0.008250851159232298,-0.20999999999999983,1.000019268118754,False
14,0.007801666683803887,-0.18249999999999977,0.9989131027314688,False
15,0.0018117502233963023,-0.4535714285714286,0.9949149643793244,False
16,0.003942709818943513,-0.27678571428571425,0.9981120026528458,False
17,0.007800086439374354,-0.220731707317073,0.9926674757785112,False
18,0.004862017008235853,-0.2941176470588235,1.0000424812191828,False
19,0.003050661845804825,-0.34750000000000003,0.9937099141948158,False
20,0.002731057412688642,-0.33571428571428574,0.9989054899761503,False
21,0.0034793031438766775,-0.28333333333333327,0.9909970342285365,False
22,0.006190212440174037,-0.2112359550561796,0.9907616924984565,False
23,0.002381823396603977,-0.496,0.9000054820430231,False
24,0.003795747088133794,-0.34750000000000003,0.9086166271289019,False
25,0.001997033881252719,-0.5714285714285714,0.9999876788689783,False
26,0.007328383481080891,-0.2302631578947367,0.99721140599599,False
27,0.010002157033682124,-0.19339622641509413,0.996470498187573,False
28,0.0009528873830504381,-1.09,0.9900938102905166,False
29,0.01188699356134748,-0.18048780487804858,1.0000164255720891,False
30,0.0020796016519852856,-0.55,0.9085255362658347,False
31,0.011851833123046163,-0.18114754098360633,0.9990214203328979,False
32,0.005966607855270922,-0.2302631578947367,0.9089834705068235,False
33,0.0014941210957886142,-0.5304347826086957,0.8999941605388679,False
34,0.0052321892626423505,-0.220731707317073,0.8100049338387207,False
35,0.0033943650064429676,-0.2867924528301886,0.8177549644160117,False
36,0.010202057952369614,-0.19428571428571406,0.90001726813039,False
37,0.010378255204727793,-0.1980198019801978,0.9984468259065138,False
38,0.009674651378418275,-0.20531914893617004,0.9883650943148216,False
39,0.018408662267802356,-0.15156250000000002,0.7290044404548487,False
40,0.009348330906391311,-0.20531914893617004,0.9000537944513894,False
41,0.015922542739644996,-0.1402439024390247,1.000025074129038,False
42,0.014890248074721057,-0.16734693877550996,1.0000282946758448,False
43,0.01058961289538729,-0.16689189189189166,0.8176729826392513,False
44,0.0016264665656535726,-0.5125000000000001,0.9972208755530461,False
45,0.008514751976690604,-0.08854166666666648,0.09995919849932242,False
46,0.003651549785217867,-0.27678571428571425,0.9000147830148804,False
47,0.005012140227790951,-0.22692307692307678,0.9917173238804793,False
48,0.0012815782216648586,-0.6823529411764706,1.000025493649528,False
49,0.003143501205386201,-0.30204081632653057,0.6561039964093638,False
50,0.0038376235652322066,-0.2649999999999999,0.7359033999554969,False
51,0.005548633207013154,-0.2137931034482757,1.0000289197250825,False
52,0.0066291253268673245,-0.1980198019801978,1.0000247900067907,False
53,0.007515247383366841,-0.0906779661016947,0.08996327864939019,False
54,0.004839103464178152,-0.2546874999999999,0.9999980203446017,False
55,0.006571446405587267,-0.08932038834951436,0.10001661155798869,False
56,0.0027670079731478836,-0.3302325581395349,0.8100484150062507,False
57,0.006795446051569343,-0.19611650485436874,0.9980287031804024,False
58,0.0033343157185754535,-0.29038461538461535,0.9828910396170478,False
59,0.0019369845933852048,-0.43000000000000005,0.908454258027936,False
60,0.003154957977358208,-0.30204081632653057,0.988570032585881,False
61,0.012410844585247105,-0.17557251908396926,0.9900015710321984,False
62,0.00565846019401306,-0.2736842105263157,0.9925709794153397,False
63,0.004513178053230149,-0.31521739130434784,0.9000223110061116,False
64,0.0023565394859588196,-0.5125000000000001,0.9000190630187176,False
65,0.0023636505858348755,-0.5125000000000001,0.9090022361148196,False
66,0.015384864576958535,-0.0929487179487177,0.08096695078445115,False
67,0.0030095754910917094,-0.43000000000000005,0.8934007282006601,False
68,0.004772338137513543,-0.07799999999999997,0.09001495040218982,False
69,0.006198113662208016,-0.08307692307692298,0.08101345536197084,False
70,0.011097266414139995,-0.18684210526315767,0.9156190533278754,False
71,0.0047818196039770555,-0.298,0.999955303607338,False
72,0.003233970198152747,-0.06666666666666671,0.07291210982577374,False
73,0.01268975772484282,-0.17071428571428549,0.8990217924583219,False
74,0.004245326624641166,-0.2499999999999999,0.8100171567168458,False
75,0.01228916576519623,-0.1518324607329843,0.9459233284794077,False
76,0.0018081946734582743,-0.4535714285714286,0.9988977470281729,False
77,0.0038455247872661857,-0.08166666666666658,0.06562089884319637,False
78,0.0039146604805182506,-0.08196721311475401,0.059058808958876746,False
79,0.003029723607255619,-0.3302325581395349,0.7546585666914836,False
80,0.007687889085786992,-0.09075630252100819,0.07287025570600604,False
81,0.004610363084907476,-0.08472222222222209,0.05315292806298906,False
82,0.00938625677224536,-0.09241379310344804,0.05144782182563488,False
83,0.012470893873114619,-0.1507692307692308,0.8910014139289786,False
84,0.00293767437005954,-0.31521739130434784,1.0000300224307612,False
85,0.003758611344437668,-0.08135593220338976,0.04630303964307139,False
86,0.008415986700583744,-0.20531914893617004,0.8019012725360808,False
87,0.0051373745977798535,-0.28333333333333327,0.8099947444849811,False
88,0.006671396864931012,-0.08624999999999985,0.04559116722660528,False
89,0.003548833898207704,-0.2799999999999999,0.9999624954413548,False
90,0.0032857232027936334,-0.07843137254901958,0.041032050503944754,False
91,0.00482093065340905,-0.08472222222222209,0.06558323013540544,False
92,0.005070609271115245,-0.2253164556962024,0.9000382330972645,False
93,0.005003448883485362,-0.22692307692307678,0.7217111452824727,False
94,0.004798412170430311,-0.085135135135135,0.04424367014861194,False
95,0.0016884911589158946,-0.4807692307692308,0.8342022759523311,False
96,0.005115646236959037,-0.08624999999999985,0.03981930313375074,False
97,0.009389022200025465,-0.17983870967741913,0.8176088322251425,False
98,0.001872194572342778,-0.6210526315789474,0.906220142392578,False
99,0.010294502250758342,-0.09017857142857122,0.03583737282037567,False
100,0.0029609829751962025,-0.31521739130434784,0.8846019356553431,False
101,0.0025797490097829723,-0.34750000000000003,1.0000243992646138,False
102,0.002767403034226845,-0.3302325581395349,0.6791927100223352,False
103,0.005753669920068205,-0.08624999999999985,0.03664302209320043,False
104,0.004804733148034757,-0.08533333333333319,0.0373318522214656,False
105,0.003458759966406433,-0.07962962962962958,0.033598666999319036,False
106,0.0026421686642379427,-0.34146341463414637,1.0000243198840635,False
107,0.0007897271470937994,-0.9249999999999999,0.9000173413068787,False
108,0.007796530889322639,-0.18249999999999977,0.6112734390201017,False
109,0.0016790096924523823,-0.05769230769230772,0.03472892861619702,False
110,0.004035549178411202,-0.08253968253968244,0.03125603575457732,False
111,0.003778759460715264,-0.32,0.9884715626331211,False
112,0.005776978525318555,-0.262295081967213,0.9999673991601643,False
113,0.010657563405288784,-0.1779527559055116,0.9999787117132725,False
114,0.0031924887822469827,-0.06857142857142862,0.02813043217911958,False
115,0.005585373889857692,-0.08777777777777761,0.059024907121864895,False
