episode,length,time,reward,delta
0,36.0,0.002921871926446329,-13.600000000000001,-10.0
1,65.0,0.007060927113343496,-16.499999999999993,-10.0
2,20.0,0.0031525876111118123,-12.0,-10.0
3,31.0,0.0031608838944521267,-13.100000000000001,-10.0
4,64.0,0.006397619519702857,-16.39999999999999,-10.0
5,62.0,0.008390307728404878,-16.199999999999996,-9.91
6,23.0,0.0017955527182493825,-12.3,-10.0
7,25.0,0.001918416721309768,-12.5,-1.0
8,119.0,0.011098056536866352,-21.899999999999974,-10.0
9,48.0,0.0052234979175409535,-14.799999999999999,-1.0
10,74.0,0.006010064576912555,-17.39999999999999,-10.0
11,18.0,0.0013341213489184156,-11.8,-8.858471680000001
12,26.0,0.0018081946745951427,-12.600000000000001,-10.0
13,49.0,0.005365324854210485,-14.899999999999999,-10.0
14,104.0,0.009192281770083355,-20.399999999999977,-10.0
15,11.0,0.0016094789370981744,-11.1,-9.9001
16,31.0,0.0022427618878282374,-13.100000000000001,-9.91
17,30.0,0.002061823901385651,-13.000000000000002,-8.801416000000001
18,37.0,0.0035338215766387293,-13.700000000000003,-10.0
19,22.0,0.0016568862720305333,-12.200000000000001,-10.0
20,19.0,0.0022526384145749034,-11.9,-8.917015041977098
21,90.0,0.009094701676076511,-18.999999999999986,-10.0
22,65.0,0.005018066145566991,-16.499999999999993,-10.0
23,56.0,0.0037906112938799197,-15.599999999999996,-10.0
24,21.0,0.001955947525857482,-12.100000000000001,-9.01
25,31.0,0.0025588107710063923,-13.100000000000001,-9.91
26,73.0,0.004945769962432678,-17.29999999999999,-10.0
27,23.0,0.0015980221651261672,-12.3,-0.8917015041977088
28,50.0,0.006052731176168891,-14.999999999999998,-9.901
29,48.0,0.0033619699970586225,-14.799999999999999,-9.0001
30,18.0,0.0012902695652883267,-11.8,-0.90001
31,84.0,0.00914408431526681,-18.399999999999984,-10.0
32,24.0,0.0025690823586046463,-12.4,-1.0
33,69.0,0.005153177042302559,-16.89999999999999,-10.0
34,23.0,0.0016256764429272152,-12.3,-0.09999999999999964
35,49.0,0.0033252293142140843,-14.899999999999999,-0.009999999999999787
36,31.0,0.0021214781281742034,-13.100000000000001,-9.8452
37,70.0,0.004869128108111909,-16.999999999999993,-9.568250912941394
38,22.0,0.0015474543452000944,-12.200000000000001,-9.821593
39,34.0,0.00231505807096255,-13.400000000000002,-10.0
40,78.0,0.0064387058755528415,-17.79999999999999,-10.0
41,16.0,0.0015695777674409328,-11.6,-1.0
42,56.0,0.0041726353811100125,-15.599999999999996,-10.0
43,19.0,0.0013787632542516803,-11.9,-0.8801416
44,44.0,0.003053032212847029,-14.4,-1.0
45,24.0,0.002632292136695469,-12.4,-0.08801416000000017
46,52.0,0.0038953024850343354,-15.199999999999998,-0.008801416000000728
47,70.0,0.005534015945158899,-16.999999999999993,-10.0
48,54.0,0.003919006152500515,-15.399999999999997,-10.0
49,48.0,0.003182612254022388,-14.799999999999999,-1.0
50,15.0,0.001104590846807696,-11.5,-9.553655663807369
51,37.0,0.002552094732891419,-13.700000000000003,-10.0
52,16.0,0.0011199982291145716,-11.6,-0.9568250912941387
53,12.0,0.0008529369242751272,-11.2,-1.0
54,110.0,0.009928280607709894,-20.99999999999998,-9.712509524308
55,66.0,0.007123346767912153,-16.599999999999994,-0.09999999999999964
56,20.0,0.0013874545966245933,-12.0,-0.0008801415999997175
57,40.0,0.0030328840966831194,-14.000000000000002,-10.0
58,9.0,0.000687011261106818,-10.9,-9.63048437650991
59,149.0,0.009922749752149684,-24.899999999999963,-10.0
60,69.0,0.007960481247209827,-16.89999999999999,-0.9845199999999998
61,35.0,0.00243713195231976,-13.500000000000002,-1.0
62,50.0,0.003902018524968298,-14.999999999999998,-10.0
63,25.0,0.0018607377987791551,-12.5,-9.9001
64,21.0,0.0014558001694240374,-12.100000000000001,-0.0009999999999994458
65,35.0,0.0023411321017192677,-13.500000000000002,-0.09999999999999964
66,17.0,0.0012657757779379608,-11.700000000000001,-10.0
67,33.0,0.0027433043069322594,-13.3,-0.09845199999999998
68,78.0,0.0054656703759974334,-17.79999999999999,-10.0
69,41.0,0.002762267240541405,-14.100000000000001,-9.623373021209614
70,39.0,0.00307831612371956,-13.900000000000002,-0.09000100000000089
71,104.0,0.007013124721197528,-20.399999999999977,-10.0
72,33.0,0.002246317437311518,-13.3,-0.9553655663807348
73,38.0,0.0028878966713818954,-13.800000000000002,-1.0
74,27.0,0.0024786133672023425,-12.700000000000001,-0.009845200000000887
75,46.0,0.0050030538222927134,-14.6,-9.91
76,20.0,0.0024323912166437367,-12.0,-9.91
77,163.0,0.010700625065510394,-26.29999999999996,-10.0
78,48.0,0.003588735069570248,-14.799999999999999,-1.0
79,75.0,0.004972239055859973,-17.49999999999999,-10.0
80,16.0,0.0012021709408145398,-11.6,-0.009999999999999787
81,53.0,0.003945080185076222,-15.299999999999997,-10.0
82,38.0,0.004879004634858575,-13.800000000000002,-1.0
83,66.0,0.005527694967895513,-16.599999999999994,-9.818358112
84,43.0,0.0034852290591516066,-14.3,-0.09999999999999964
85,13.0,0.001735503430609242,-11.3,-0.09568250912941423
86,60.0,0.003955746835345053,-15.999999999999995,-10.0
87,95.0,0.009245615019608522,-19.499999999999982,-10.0
88,68.0,0.005867447518539848,-16.79999999999999,-0.09999999999999964
89,27.0,0.0018678489013836952,-12.700000000000001,-8.92
90,41.0,0.004115351521249977,-14.100000000000001,-1.0
91,189.0,0.01850505717629858,-28.9,-0.09999999999999964
92,46.0,0.005007794554330758,-14.6,-1.0
93,38.0,0.003253723254601937,-13.800000000000002,-0.09553655663807348
94,31.0,0.0031766863376105903,-13.100000000000001,-9.8234416
95,32.0,0.003073575389862526,-13.200000000000001,-1.0
96,46.0,0.0034378217278572265,-14.6,-9.9001
97,24.0,0.0017777749671950005,-12.4,-9.8452
98,15.0,0.0010552082094363868,-11.5,-0.009568250912941778
99,24.0,0.0016896763427212136,-12.4,-8.93872
100,65.0,0.004674362982768798,-16.499999999999993,-10.0
101,33.0,0.00224592237645993,-13.3,-0.8919999999999995
102,39.0,0.002605032921564998,-13.900000000000002,-0.08919999999999995
103,45.0,0.0031632542613806436,-14.5,-10.0
104,45.0,0.005187152297366993,-14.5,-0.009553655663808058
105,18.0,0.0013949607582617318,-11.8,-0.0009553655663800953
106,43.0,0.0032442417868878692,-14.3,-0.0009568250912934673
107,19.0,0.001608688817213988,-11.9,-9.568250913005727e-05
108,70.0,0.00486715280203498,-16.999999999999993,-10.0
109,22.0,0.0016067135093180696,-12.200000000000001,-0.9630484376509916
110,18.0,0.001251553578185849,-11.8,-8.88202
111,62.0,0.004467746026421082,-16.199999999999996,-0.09999999999999964
112,38.0,0.0030968839946581284,-13.800000000000002,-10.0
113,77.0,0.005106954893562943,-17.69999999999999,-1.0
114,97.0,0.006747643657945446,-19.69999999999998,-10.0
115,36.0,0.0025351071053592023,-13.600000000000001,-10.0
116,53.0,0.0035598956092144363,-15.299999999999997,-8.86405168
117,19.0,0.0013155534761608578,-11.9,-9.603482803543105
118,51.0,0.003811549531747005,-15.099999999999998,-10.0
119,102.0,0.007126507258362835,-20.19999999999998,-10.0
120,10.0,0.0011156525579281151,-11.0,-8.8867504
121,31.0,0.002128984289811342,-13.100000000000001,-9.8452
122,9.0,0.0008553072893846547,-10.9,-9.586377393757694
123,146.0,0.010413810703539639,-24.599999999999966,-0.9845199999999998
124,25.0,0.001944095693033887,-12.5,-0.0009845199999993781
125,24.0,0.0016711084699636558,-12.4,-9.717272776
126,38.0,0.0025157491108984686,-13.800000000000002,-1.0
127,77.0,0.005661620682076318,-17.69999999999999,-9.901
128,45.0,0.0036076980031793937,-14.5,-10.0
129,33.0,0.002297675380759756,-13.3,-10.0
130,48.0,0.003576093115043477,-14.799999999999999,-0.009999999999999787
131,22.0,0.0017362935523124179,-12.200000000000001,-0.009000099999999733
132,38.0,0.0029396496756817214,-13.800000000000002,-0.09999999999999964
133,33.0,0.0022704161656292854,-13.3,-0.008919999999999817
134,39.0,0.002628736587212188,-13.900000000000002,-10.0
135,14.0,0.0012432572948455345,-11.4,-0.888675039999999
136,23.0,0.0019318487993587041,-12.3,-8.891074
137,14.0,0.0010224181369267171,-11.4,-9.999999999976694e-05
