params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.2, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",9.761147241643812,10,-0.04507133723054441,-0.04630952380952383,-0.054166666666666675,-0.03529411764705883,0.006378612346206548
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.3, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",9.227303937099805,10,-0.03552509337068162,-0.03529411764705883,-0.050000000000000024,-0.021428571428571446,0.010071809807947274
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.4, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",9.541214749685196,10,-0.04458743263387228,-0.043552631578947384,-0.060714285714285735,-0.03529411764705883,0.009303862921547484
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.5, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",9.4828985949257,10,-0.03806787802840436,-0.038888888888888896,-0.06333333333333337,-0.021428571428571446,0.012088704692443324
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.6, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",9.390623382718559,10,-0.03924964985994399,-0.038888888888888896,-0.054166666666666675,-0.03125000000000001,0.00730513935638716
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.7, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",9.711315024094802,10,-0.052811749775630024,-0.051086956521739155,-0.08103448275862067,-0.03125000000000001,0.01668268628182742
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.8, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",9.42493839022086,10,-0.061520106425484014,-0.05744047619047621,-0.0807017543859649,-0.04500000000000002,0.012507751792322568
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",9.485855232228687,10,-0.04684213577904281,-0.04630952380952383,-0.07499999999999997,-0.021428571428571446,0.014384710646831549
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.0, ""q_init"": 0, ""epsilon_decay"": 1e-05}",114.08596648143589,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.1, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.00163752827666,10,-0.03750009337068162,-0.03709150326797386,-0.056000000000000015,-0.021428571428571446,0.011209833138511496
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.2, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.02174337304723,10,-0.034566760037348286,-0.03327205882352942,-0.054166666666666675,-0.021428571428571446,0.01035237847556151
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.3, ""q_init"": 0, ""epsilon_decay"": 1e-05}",7.964266328072881,10,-0.043083349399138895,-0.04210526315789475,-0.05769230769230771,-0.021428571428571446,0.009146915856216315
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.4, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.677495423217351,10,-0.055095803240179306,-0.055083333333333345,-0.06666666666666667,-0.04210526315789475,0.008396755893918023
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.5, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.936819062804716,10,-0.037403288859403416,-0.03709150326797386,-0.056000000000000015,-0.021428571428571446,0.00931235008337383
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.6, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.611492564555192,10,-0.06453495219469796,-0.06202380952380955,-0.08307692307692306,-0.04761904761904764,0.013407981419661034
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.7, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.664467493187203,10,-0.04040233282481568,-0.038888888888888896,-0.054166666666666675,-0.02666666666666669,0.007844888154244565
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.8, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.897442137375492,10,-0.04171490755546485,-0.043552631578947384,-0.05769230769230771,-0.021428571428571446,0.01223635672205696
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.9, ""q_init"": 0, ""epsilon_decay"": 1e-05}",9.63513065065763,10,-0.07414653035777927,-0.07488323819408405,-0.09325153374233128,-0.054166666666666675,0.012121455527190971
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.0, ""q_init"": 0, ""epsilon_decay"": 1e-05}",100.79857691089092,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.1, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.8454983182246,10,-0.035369373989107486,-0.03709150326797386,-0.052173913043478286,-0.021428571428571446,0.0115182340787576
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.2, ""q_init"": 0, ""epsilon_decay"": 1e-05}",9.018199674943844,10,-0.035622174308319834,-0.03709150326797386,-0.04210526315789475,-0.021428571428571446,0.005528230024559573
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.3, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.448211439863371,10,-0.034606651432502834,-0.03529411764705883,-0.04500000000000002,-0.021428571428571446,0.006790512318390398
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.4, ""q_init"": 0, ""epsilon_decay"": 1e-05}",9.184610473701923,10,-0.038305414270971554,-0.03869969040247679,-0.04761904761904764,-0.02666666666666669,0.007559274467657935
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.5, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.789698307637082,10,-0.045135691957942606,-0.04761904761904764,-0.060714285714285735,-0.021428571428571446,0.010275991379147056
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.6, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.648919073313209,10,-0.042995472552348625,-0.038888888888888896,-0.06451612903225809,-0.038888888888888896,0.007570677413408821
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.7, ""q_init"": 0, ""epsilon_decay"": 1e-05}",8.926242091864424,10,-0.08754470890475377,-0.08812260536398465,-0.09371428571428568,-0.08196721311475406,0.0035690297831650415
