step,reward,mean,median,std,max,min
0,-0.03125000000000001,-0.03125000000000001,-0.03125000000000001,0.0,-0.03125000000000001,-0.03125000000000001
1,-0.038888888888888896,-0.03506944444444445,-0.03506944444444445,0.0038194444444444448,-0.03125000000000001,-0.038888888888888896
2,-0.056000000000000015,-0.042046296296296304,-0.038888888888888896,0.01034786745026122,-0.03125000000000001,-0.056000000000000015
3,-0.04500000000000002,-0.04278472222222223,-0.04194444444444446,0.00905232506709577,-0.03125000000000001,-0.056000000000000015
4,-0.052173913043478286,-0.04466256038647344,-0.04500000000000002,0.008925288565686253,-0.03125000000000001,-0.056000000000000015
5,-0.038888888888888896,-0.043700281803542684,-0.04194444444444446,0.008426973379559884,-0.03125000000000001,-0.056000000000000015
6,-0.038888888888888896,-0.04301293995859214,-0.038888888888888896,0.00798145808497336,-0.03125000000000001,-0.056000000000000015
7,-0.04500000000000002,-0.04326132246376813,-0.04194444444444446,0.007494836295680898,-0.03125000000000001,-0.056000000000000015
8,-0.04761904761904764,-0.043745514147688076,-0.04500000000000002,0.00719768761509484,-0.03125000000000001,-0.056000000000000015
9,-0.02666666666666669,-0.042037629399585934,-0.04194444444444446,0.008536853584268611,-0.02666666666666669,-0.056000000000000015
