episode,length,time,reward,delta
0,8.0,0.0009351096337013587,-10.8,-10.000263023787893
1,26.0,0.002663106902673462,-12.600000000000001,-10.000178238542759
2,34.0,0.0034417723391015898,-13.400000000000002,-10.000192222080662
3,29.0,0.0027575265066843713,-12.900000000000002,-9.999534913873072
4,8.0,0.0006052336116226797,-10.8,-9.999537379954283
5,26.0,0.0020128363257754245,-12.600000000000001,-9.909726893865901
6,14.0,0.0009947638600351638,-11.4,-10.000037885598116
7,33.0,0.0022087866332185513,-13.3,-9.999642467483534
8,20.0,0.0013752077034041577,-12.0,-9.909988106886429
9,75.0,0.005200979435358022,-17.49999999999999,-10.000361622252035
10,16.0,0.001296985604767542,-11.6,-10.000732390398179
11,27.0,0.0020574782301991945,-12.700000000000001,-9.909787919848148
12,20.0,0.0013898249640078575,-12.0,-10.000186759419057
13,23.0,0.001573133316469466,-12.3,-10.000200985629837
14,13.0,0.0009248380447388627,-11.3,-9.900945589283543
15,17.0,0.0011784672738031077,-11.700000000000001,-0.999953737995428
16,11.0,0.0007889370249358763,-11.1,-9.99948678753472
17,55.0,0.005110905503443064,-15.499999999999996,-9.855551672571007
18,21.0,0.0032987602189678,-12.100000000000001,-9.999743795258667
19,29.0,0.0038846358365844935,-12.900000000000002,-10.000431262928423
20,33.0,0.002211552060998656,-13.3,-9.909995062762153
21,26.0,0.0018342687067161023,-12.600000000000001,-10.000418501464148
22,61.0,0.003981425807069172,-16.099999999999994,-9.910025318746689
23,56.0,0.003651549784990493,-15.599999999999996,-9.816418209194538
24,7.0,0.0005266164516797289,-10.7,-1.0000178238542752
25,8.0,0.0005870608006262046,-10.8,-9.763478820975347
26,61.0,0.004186067459158949,-16.099999999999994,-9.765568991963043
27,22.0,0.002194564433011692,-12.200000000000001,-9.808876845085956
28,57.0,0.005575497361860471,-15.699999999999996,-9.842308134352859
29,106.0,0.009594453973932104,-20.59999999999998,-9.999479594817835
30,10.0,0.0007909123301033105,-11.0,-8.899573442128965
31,17.0,0.0013293806150613818,-11.700000000000001,-9.807340848345657
32,43.0,0.0031573283440593514,-14.3,-9.78847987514576
33,64.0,0.004286412979581655,-5.399999999999993,0.9995790172897557
34,55.0,0.003598216536374821,-15.499999999999996,-10.000118228063993
35,46.0,0.0040730799832999764,-3.5999999999999996,1.000203294365082
36,38.0,0.0024975762999019935,-13.800000000000002,-9.75544628582682
37,13.0,0.000909035600216157,-11.3,-9.75790932804459
38,9.0,0.0006577767380804289,-10.9,-0.9757909328044594
