steps,time,reward,delta,converged
1,0.008366604062757688,-0.24347826086956506,1.0000261753369961,False
2,0.004458264560526004,-0.34750000000000003,1.0000403823538881,False
3,0.012401363119352027,-0.2031249999999998,1.0000239065734406,False
4,0.0033560440797373303,-0.496,1.0000230524461897,False
5,0.002191799005231587,-0.55,0.9989877716151405,False
6,0.004700437017163495,-0.298,1.0000075582447547,False
7,0.007972333080942917,-0.23561643835616422,0.999977066477057,False
8,0.014896964113177091,-0.1614906832298134,0.9999450280760078,False
9,0.0017236515968761523,-0.496,1.0000115698840841,False
10,0.002533526860133861,-0.3538461538461539,0.9999512186650229,False
11,0.0028784152045773226,-0.37500000000000006,0.8990889944536264,False
12,0.003965623363001214,-0.33571428571428574,1.0000065939094382,False
13,0.005886805512091087,-0.2736842105263157,1.000036740817884,False
14,0.008904677286409424,-0.21511627906976727,1.000017673360039,False
15,0.002206416265835287,-0.5714285714285714,0.9999682240059636,False
16,0.0035614758535302826,-0.3828571428571429,1.0000009182622935,False
17,0.0021179225796004175,-0.4193548387096775,0.9999811143885258,False
18,0.012996720202863798,-0.154696132596685,0.9999804430435282,False
19,0.00898724505714199,-0.20531914893617004,0.9999908715089086,False
20,0.017937354370587855,-0.1559322033898304,0.998056098991029,False
21,0.0061917926841488224,-0.2596774193548386,0.9000059345184944,False
22,0.005794756274553947,-0.2414285714285713,0.998947934413272,False
23,0.004705177750111034,-0.23561643835616422,0.9956893447406401,False
24,0.007463099317646993,-0.19428571428571406,1.000003900058817,False
25,0.002868538676921162,-0.4535714285714286,0.9999642668475683,False
26,0.004453918887520558,-0.325,0.9089476351753709,False
27,0.008462208849778108,-0.21647058823529394,0.9981019055033468,False
28,0.00792453068697796,-0.2253164556962024,0.9000008264360642,False
29,0.005448682747555722,-0.2706896551724137,0.999952908645116,False
30,0.005168584424609435,-0.2941176470588235,0.9000159060240351,False
31,0.01525251910697989,-0.16470588235294092,0.9000035100529353,False
32,0.004651449439734279,-0.31063829787234043,0.8100007437924577,False
33,0.013766299232884194,-0.1526595744680851,0.9999994988262237,False
34,0.0012061215511494083,-0.65,0.9904577950759199,False
35,0.0024556998232583283,-0.36052631578947375,0.8100143154216316,False
36,0.008974603101705725,-0.17173913043478237,0.9999841148125486,False
37,0.006370360303662892,-0.19899999999999982,0.9999483711325716,False
38,0.010156230864595273,-0.19339622641509413,0.9999983695803071,False
39,0.012904275904475071,-0.16644295302013398,0.9961686379671582,False
40,0.0019053797050219146,-0.44137931034482764,0.8180528716578339,False
41,0.001113282191909093,-0.6823529411764706,0.9932076896557809,False
42,0.009595639156941616,-0.16827586206896528,0.9970609049082223,False
43,0.011332327771015116,-0.15657142857142844,0.9976958805492597,False
44,0.0039012284032651223,-0.262295081967213,1.0000042998974628,False
45,0.011434253536208416,-0.18249999999999977,0.999959180783673,False
46,0.006198903784934373,-0.2285714285714284,0.8091800950082638,False
47,0.0027567363849811954,-0.46666666666666673,0.7362475844920504,False
48,0.0035389573704378563,-0.2799999999999999,0.8999714016053674,False
49,0.008072283540059288,-0.17983870967741913,0.9972322084067294,False
50,0.016554640506001306,-0.14159663865546246,1.0000124919350395,False
51,0.003610068369198416,-0.40937500000000004,0.810005341066645,False
52,0.010072477910398447,-0.2302631578947367,0.9978828389660995,False
53,0.0026445390312801464,-0.34146341463414637,0.6626228260428454,False
54,0.005460929641230905,-0.2285714285714284,0.990669201885075,False
55,0.0037902162330283318,-0.2706896551724137,0.9904464634370017,False
56,0.002392885107838083,-0.3675675675675676,0.9882714347969822,False
57,0.0011081463972004713,-0.6823529411764706,0.8916022816965674,False
