params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.1, ""epsilon"": 0.3, ""discount_factor"": 0.8, ""q_init"": 0, ""epsilon_decay"": 1e-05}",16.752327897555915,10,-0.06839674908424909,-0.06614583333333333,-0.07708333333333332,-0.060714285714285735,0.005080777118060274
"{""alpha"": 0.1, ""epsilon"": 0.3, ""discount_factor"": 0.9, ""q_init"": 0, ""epsilon_decay"": 1e-05}",16.480524277690165,10,-0.0660764170040486,-0.065625,-0.07179487179487182,-0.06333333333333337,0.0029776805191261235
"{""alpha"": 0.1, ""epsilon"": 0.5, ""discount_factor"": 0.0, ""q_init"": 0, ""epsilon_decay"": 1e-05}",99.29216111856022,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.1, ""epsilon"": 0.5, ""discount_factor"": 0.1, ""q_init"": 0, ""epsilon_decay"": 1e-05}",72.83060451460005,10,-0.09991150442477874,-0.09999999999999998,-0.09999999999999998,-0.0991150442477876,0.0002654867256637147
"{""alpha"": 0.1, ""epsilon"": 0.5, ""discount_factor"": 0.2, ""q_init"": 0, ""epsilon_decay"": 1e-05}",49.41141031283314,10,-0.09988563758984823,-0.09999999999999998,-0.09999999999999998,-0.09928010471204188,0.00023811923998440373
"{""alpha"": 0.1, ""epsilon"": 0.5, ""discount_factor"": 0.3, ""q_init"": 0, ""epsilon_decay"": 1e-05}",20.875999800889986,10,-0.07313916248374983,-0.0725,-0.09140625000000002,-0.065625,0.0071286264958973725
"{""alpha"": 0.1, ""epsilon"": 0.5, ""discount_factor"": 0.4, ""q_init"": 0, ""epsilon_decay"": 1e-05}",19.940885031687685,10,-0.07122672220252865,-0.07214743589743591,-0.08225806451612899,-0.06333333333333337,0.00557885763218329
"{""alpha"": 0.1, ""epsilon"": 0.5, ""discount_factor"": 0.5, ""q_init"": 0, ""epsilon_decay"": 1e-05}",18.740257595643016,10,-0.06857433411961276,-0.06900793650793652,-0.07555555555555553,-0.06333333333333337,0.0032074252543697612
"{""alpha"": 0.1, ""epsilon"": 0.5, ""discount_factor"": 0.6, ""q_init"": 0, ""epsilon_decay"": 1e-05}",18.227804084457603,10,-0.06842240712074305,-0.06764705882352942,-0.0725,-0.06333333333333337,0.002756651662642862
"{""alpha"": 0.1, ""epsilon"": 0.5, ""discount_factor"": 0.7, ""q_init"": 0, ""epsilon_decay"": 1e-05}",18.20528046572963,10,-0.07207624580055794,-0.06985735735735737,-0.08817204301075267,-0.065625,0.006387557922482748
"{""alpha"": 0.1, ""epsilon"": 0.5, ""discount_factor"": 0.8, ""q_init"": 0, ""epsilon_decay"": 1e-05}",19.769599178905082,10,-0.06781280107380552,-0.06663602941176472,-0.0738095238095238,-0.06333333333333337,0.003885424119441711
"{""alpha"": 0.1, ""epsilon"": 0.5, ""discount_factor"": 0.9, ""q_init"": 0, ""epsilon_decay"": 1e-05}",19.36654717385136,10,-0.06768690414762397,-0.06764705882352942,-0.07555555555555553,-0.060714285714285735,0.0035805135425931887
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.0, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",101.65579866737971,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.1, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",100.70835759666988,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.2, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",54.85305267665717,10,-0.09728741310538637,-0.09772141583254403,-0.09957098283931355,-0.09051724137931035,0.002556957464853917
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.3, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",14.844501974120249,10,-0.07040392391359154,-0.07142375168690959,-0.07499999999999997,-0.062068965517241406,0.0036712373718717464
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.4, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",14.792726846061669,10,-0.06906069042953449,-0.06764705882352942,-0.07441860465116278,-0.065625,0.002928927871843754
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.5, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",14.885872772942093,10,-0.08138334335438754,-0.07590476190476189,-0.09999999999999998,-0.06333333333333337,0.012991449570373967
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.6, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",14.377995254526468,10,-0.06962591261404161,-0.06854575163398693,-0.08674698795180721,-0.06333333333333337,0.006711353991296868
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.7, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",15.046986987477794,10,-0.07535040356564796,-0.0738241881298992,-0.08777777777777776,-0.06764705882352942,0.006458673639210789
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.8, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",15.306217787705464,10,-0.0699862384551593,-0.07066145092460883,-0.07659574468085102,-0.06333333333333337,0.003937620126941403
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",15.859522197298247,10,-0.07036631274131275,-0.06985735735735737,-0.07499999999999997,-0.065625,0.0029991806106962875
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.0, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",111.90334316508779,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.1, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",91.48292940969168,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.2, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",70.69607593706496,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.3, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",15.030017927872905,10,-0.06981381363234809,-0.06944444444444446,-0.07441860465116278,-0.065625,0.002958438790674698
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.4, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",15.263606497016553,10,-0.07041025379201378,-0.06944444444444446,-0.08035714285714286,-0.06451612903225809,0.004599812533902254
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.5, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",14.660256141817626,10,-0.07043227335075161,-0.07103257103257105,-0.0760869565217391,-0.065625,0.0033939729333129416
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.6, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",15.838015860913401,10,-0.0687828729978733,-0.07027027027027029,-0.07441860465116278,-0.060714285714285735,0.004024734058383204
