steps,time,reward,delta,converged
1,0.00620601488299144,-0.9649122807017544,50.0,False
2,0.04376565923485032,-3.37125748502994,0.001953125,False
3,0.04460318877499958,-3.964071856287425,0.03125,False
4,0.03662176928992267,-3.7664670658682633,4.547473508864641e-13,False
5,0.011975487248491845,-0.987012987012987,25.0,False
6,0.03512843831413193,-3.1736526946107784,7.450580596923828e-09,False
7,0.02502396045747446,-1.2657534246575342,12.5,False
8,0.03411510658406769,-2.3832335329341316,0.0,False
9,0.03353357663763745,-1.592814371257485,0.0,False
10,0.05083843818101741,-1.592814371257485,1.4901161193847656e-08,False
11,0.02843017729537678,-0.994269340974212,6.25,False
12,0.008922455035644816,-0.09821428571428571,3.125,False
13,0.03488033994290163,-1.3952095808383234,0.0,False
14,0.033223453670871095,-1.592814371257485,0.0,False
15,0.05612080020364374,-1.1976047904191616,0.0,False
16,0.022345841231071972,-0.9940828402366864,1.5625,False
17,0.03467727853603719,-1.3952095808383234,0.0,False
18,0.03336686085276597,-1.592814371257485,0.0,False
19,0.03382197124483355,-1.3952095808383234,0.0,False
20,0.033245182032260345,-1.1976047904191616,0.0,False
21,0.03698878105387848,-1.0,0.0,False
22,0.03285091104953608,-1.1976047904191616,0.0,False
23,0.03260676328864065,-1.3952095808383234,0.0,False
24,0.019476117371596047,-0.6644518272425249,0.78125,False
25,0.03438216789072612,-1.1976047904191616,1.9073486328125e-06,False
26,0.03281298518413678,-1.3952095808383234,0.0,False
27,0.0395843325095484,-1.3952095808383234,0.0,False
28,0.010376279900810914,-0.36075949367088606,0.390625,False
29,0.033991847518336726,-1.592814371257485,5.960464477539063e-08,False
30,0.03393890933148214,-1.1976047904191616,0.0,False
31,0.0339400945140369,-1.1976047904191616,0.0,False
32,0.03360705800332653,-1.3952095808383234,0.0,False
33,0.03280705926772498,-1.592814371257485,0.0,False
34,0.03608251088189718,-1.0,0.0,False
35,0.03395155128600891,-1.0,0.0,False
36,0.015217753729302785,-0.5530973451327433,0.1953125,False
37,0.01976885764815961,-0.9934426229508196,0.09765625,False
38,0.034913525074443896,-1.3952095808383234,0.0,False
39,0.03343955209493288,-1.0,0.0,False
40,0.03541920328825654,-1.1976047904191616,0.0,False
41,0.05650835514643404,-1.3952095808383234,0.0,False
42,0.044986398046603426,-1.0,0.0,False
