step,reward,mean,median,std,max,min
0,-0.065625,-0.065625,-0.065625,0.0,-0.065625,-0.065625
1,-0.06944444444444446,-0.06753472222222223,-0.06753472222222223,0.0019097222222222293,-0.065625,-0.06944444444444446
2,-0.065625,-0.06689814814814815,-0.065625,0.0018005033780213082,-0.065625,-0.06944444444444446
3,-0.07317073170731707,-0.06846629403794038,-0.06753472222222223,0.0031318690754430305,-0.065625,-0.07317073170731707
4,-0.0725,-0.0692730352303523,-0.06944444444444446,0.00323267822876171,-0.065625,-0.07317073170731707
5,-0.06333333333333337,-0.06828308491418249,-0.06753472222222223,0.0036889721131161484,-0.06333333333333337,-0.07317073170731707
6,-0.065625,-0.0679033584978707,-0.065625,0.003539716733226409,-0.06333333333333337,-0.07317073170731707
7,-0.06764705882352942,-0.06787132103857804,-0.06663602941176472,0.0033121865925900312,-0.06333333333333337,-0.07317073170731707
8,-0.06451612903225809,-0.06749852192676471,-0.065625,0.0032959763515942914,-0.06333333333333337,-0.07317073170731707
9,-0.065625,-0.06731116973408825,-0.065625,0.0031769516357898916,-0.06333333333333337,-0.07317073170731707
