steps,time,reward,delta,converged
1,0.004001573923233082,-0.262295081967213,1.0,False
2,0.0018635032283782493,-0.6823529411764706,1.0,False
3,0.008460233544610674,-0.22374999999999984,1.0,False
4,0.003907549380528508,-0.27678571428571425,1.0,False
5,0.0012353560732663027,-0.8615384615384615,1.0,False
6,0.01318121373788017,-0.17557251908396926,0.9990000000000001,False
7,0.0027756993176808464,-0.496,1.0,False
8,0.0035476487146297586,-0.29038461538461535,0.8991,False
9,0.00825954250376526,-0.2064516129032256,1.0,False
10,0.003934413535716885,-0.298,1.0,False
11,0.003099649422438233,-0.43000000000000005,1.0,False
12,0.004155252692726208,-0.2736842105263157,1.0,False
13,0.0037325373114072136,-0.2736842105263157,1.0,False
14,0.006342706025861844,-0.20421052631578931,1.0,False
15,0.003930067863620934,-0.262295081967213,1.0,False
16,0.004936288495628105,-0.2285714285714284,1.0,False
17,0.0034437476451785187,-0.2941176470588235,0.9959953761,False
18,0.012671979975493741,-0.15025380710659902,1.0,False
19,0.00947830600944144,-0.16689189189189166,0.9990000000000001,False
20,0.006466755213295983,-0.20206185567010287,0.9989100000000001,False
21,0.007542901660599455,-0.18389830508474556,1.0,False
22,0.0026330822593081393,-0.3538461538461539,0.9,False
23,0.005913669667279464,-0.20421052631578931,0.9887927145449885,False
24,0.0038589568648603745,-0.2596774193548386,1.0,False
25,0.005603151639661519,-0.22692307692307678,1.0,False
26,0.0049908069286175305,-0.23561643835616422,0.9947699999999999,False
27,0.002989822435665701,-0.325,0.9,False
28,0.0028076992675778456,-0.34750000000000003,0.9,False
29,0.009418651782652887,-0.16874999999999976,0.9971190000000001,False
30,0.002138465756615915,-0.3911764705882353,0.8952930000000001,False
31,0.0019437006321822992,-0.4193548387096775,0.997102881,False
32,0.004218462469907536,-0.24558823529411752,0.9,False
33,0.002901328748521337,-0.325,0.9951310312534019,False
34,0.0073943586849054554,-0.2064516129032256,1.0,False
35,0.006286607349466067,-0.2010204081632651,1.0,False
36,0.013027534968387045,-0.14714285714285727,0.9084418883278764,False
37,0.005584978828665044,-0.20999999999999983,0.80919,False
38,0.003963648056924285,-0.2546874999999999,0.9,False
39,0.004465770720344153,-0.24558823529411752,1.0,False
40,0.0033165379682031926,-0.298,1.0,False
41,0.002074860918582999,-0.4,0.9,False
42,0.0038052285553931142,-0.262295081967213,0.9,False
43,0.006339545538139646,-0.19705882352941156,1.0,False
44,0.0012618251666935976,-0.595,0.81,False
45,0.0044112522882642224,-0.23943661971830976,1.0,False
46,0.0053842877878196305,-0.21511627906976727,0.9990000000000001,False
47,0.005364139671655721,-0.21511627906976727,0.9,False
48,0.005300929894474393,-0.22692307692307678,1.0,False
49,0.007862506094170385,-0.17857142857142835,0.9937990433843251,False
50,0.009624478618206922,-0.16428571428571404,1.0,False
51,0.004787350459082518,-0.2285714285714284,1.0,False
52,0.005400485292739177,-0.21647058823529394,0.81,False
53,0.0009560478720231913,-0.76,0.9942135796035901,False
54,0.004660535844777769,-0.23199999999999987,0.9990000000000001,False
55,0.009937367012753384,-0.16265822784810102,1.0,False
56,0.0013230596377979964,-0.5714285714285714,0.9930294072286758,False
57,0.0008880973628038191,-0.8071428571428572,0.9869480287082193,False
58,0.012563733233037055,-0.14950000000000008,0.9958425552580652,False
59,0.010832575474523765,-0.15722543352601143,0.81,False
60,0.0011998005729765282,-0.6210526315789474,0.81,False
61,0.0021349102062231395,-0.3911764705882353,0.728271,False
62,0.003631006607974996,-0.28333333333333327,0.8621774665747506,False
63,0.009674256317339314,-0.16305732484076407,1.0,False
64,0.005448287686704134,-0.21511627906976727,0.7290000000000001,False
65,0.0031004395450509037,-0.298,0.9078903312904881,False
66,0.005343596494640224,-0.2178571428571427,0.9,False
67,0.004894807079836028,-0.2253164556962024,0.7290000000000001,False
68,0.002543008326938434,-0.34146341463414637,0.9081737476928234,False
69,0.003640488073870074,-0.26779661016949147,1.0,False
70,0.0037534755501837935,-0.2649999999999999,0.9,False
71,0.006943198904991732,-0.18839285714285695,1.0,False
72,0.012702004618404317,-0.14876847290640402,0.8962582997322587,False
73,0.009756429026310798,-0.16470588235294092,0.9897991010940059,False
74,0.004440881871232705,-0.23943661971830976,0.9958017876128316,False
75,0.005214806574258546,-0.220731707317073,1.0,False
76,0.002781230173241056,-0.32,0.8387184344600798,False
77,0.0038328828322846675,-0.2596774193548386,1.0,False
78,0.0040454257068631705,-0.25714285714285706,1.0,False
79,0.011404228892388346,-0.15351351351351347,0.997841439,False
80,0.004555054530101188,-0.23943661971830976,1.0,False
81,0.006066953375011508,-0.2010204081632651,0.9962033231385901,False
82,0.0032406862374045886,-0.298,0.905089391656638,False
83,0.018155033038965485,-0.13378839590443736,0.7290000000000001,False
84,0.015011531833806657,-0.1414225941422597,0.9,False
85,0.006394063970219577,-0.19611650485436874,1.0,False
86,0.0016857257314768503,-0.46666666666666673,0.6561,False
87,0.004520289153333579,-0.2499999999999999,0.9977670000000001,False
88,0.005673472515809408,-0.20999999999999983,0.8173563729235411,False
89,0.006270409843637026,-0.19999999999999982,1.0,False
90,0.004845424441555224,-0.22692307692307678,0.9,False
91,0.011684327215334633,-0.15351351351351347,0.9952488000000002,False
92,0.0007723444587099948,-0.9249999999999999,0.6554439000000001,False
93,0.0063225579096979345,-0.19999999999999982,0.9989100000000001,False
94,0.0014471088243226404,-0.5304347826086957,0.58989951,False
