step,reward,mean,median,std,max,min
0,-0.04761904761904764,-0.04761904761904764,-0.04761904761904764,0.0,-0.04761904761904764,-0.04761904761904764
1,-0.052173913043478286,-0.04989648033126296,-0.04989648033126296,0.0022774327122153243,-0.04761904761904764,-0.052173913043478286
2,-0.03125000000000001,-0.04368098688750865,-0.04761904761904764,0.00898457107144343,-0.03125000000000001,-0.052173913043478286
3,-0.038888888888888896,-0.04248296238785371,-0.04325396825396827,0.008052805480618788,-0.03125000000000001,-0.052173913043478286
4,-0.04500000000000002,-0.04298636991028297,-0.04500000000000002,0.007272676083911661,-0.03125000000000001,-0.052173913043478286
5,-0.054166666666666675,-0.044849752703013585,-0.04630952380952383,0.00783820717250699,-0.03125000000000001,-0.054166666666666675
6,-0.03125000000000001,-0.042906930888297355,-0.04500000000000002,0.008678020902024382,-0.03125000000000001,-0.054166666666666675
7,-0.03529411764705883,-0.041955329233142546,-0.04194444444444446,0.008499021173031,-0.03125000000000001,-0.054166666666666675
8,-0.03125000000000001,-0.04076584820723782,-0.038888888888888896,0.00869058989934978,-0.03125000000000001,-0.054166666666666675
9,-0.02666666666666669,-0.03935593005318071,-0.03709150326797386,0.009266312121284861,-0.02666666666666669,-0.054166666666666675
10,-0.04210526315789475,-0.03960586942633653,-0.038888888888888896,0.008870364701012197,-0.02666666666666669,-0.054166666666666675
11,-0.056000000000000015,-0.040972046974141814,-0.04049707602339182,0.009625864867547382,-0.02666666666666669,-0.056000000000000015
12,-0.052173913043478286,-0.04183372897947539,-0.04210526315789475,0.00971801123369403,-0.02666666666666669,-0.056000000000000015
13,-0.03125000000000001,-0.041077748338084294,-0.04049707602339182,0.009753134570432132,-0.02666666666666669,-0.056000000000000015
14,-0.06333333333333337,-0.04256145400443423,-0.04210526315789475,0.010936243112394035,-0.02666666666666669,-0.06333333333333337
15,-0.054166666666666675,-0.043286779795823765,-0.043552631578947384,0.010955263010529322,-0.02666666666666669,-0.06333333333333337
16,-0.03125000000000001,-0.04257873392548119,-0.04210526315789475,0.010999053642993022,-0.02666666666666669,-0.06333333333333337
17,-0.03529411764705883,-0.042174033021124394,-0.04049707602339182,0.010818614671103108,-0.02666666666666669,-0.06333333333333337
18,-0.02666666666666669,-0.041357855844573986,-0.038888888888888896,0.011084805327913345,-0.02666666666666669,-0.06333333333333337
19,-0.021428571428571446,-0.04036139162377386,-0.03709150326797386,0.011644532692350114,-0.021428571428571446,-0.06333333333333337
20,-0.038888888888888896,-0.0402912724459222,-0.038888888888888896,0.011368226075311629,-0.021428571428571446,-0.06333333333333337
21,-0.04210526315789475,-0.04037372656919368,-0.038888888888888896,0.011113277966175589,-0.021428571428571446,-0.06333333333333337
22,-0.04761904761904764,-0.04068874052788298,-0.038888888888888896,0.01096897033974398,-0.021428571428571446,-0.06333333333333337
23,-0.038888888888888896,-0.04061374670959155,-0.038888888888888896,0.010744040257668893,-0.021428571428571446,-0.06333333333333337
24,-0.038888888888888896,-0.040544752396763445,-0.038888888888888896,0.010532391474918523,-0.021428571428571446,-0.06333333333333337
25,-0.03125000000000001,-0.04018726191996485,-0.038888888888888896,0.010481396323549984,-0.021428571428571446,-0.06333333333333337
26,-0.03125000000000001,-0.03985625221922541,-0.038888888888888896,0.010423029561374962,-0.021428571428571446,-0.06333333333333337
27,-0.038888888888888896,-0.03982170352885626,-0.038888888888888896,0.010236786068048388,-0.021428571428571446,-0.06333333333333337
28,-0.03125000000000001,-0.03952612754510259,-0.038888888888888896,0.01017961215264038,-0.021428571428571446,-0.06333333333333337
29,-0.03529411764705883,-0.03938506054850113,-0.038888888888888896,0.010037302948864572,-0.021428571428571446,-0.06333333333333337
