step,reward,mean,median,std,max,min
0,-0.054166666666666675,-0.054166666666666675,-0.054166666666666675,0.0,-0.054166666666666675,-0.054166666666666675
1,-0.03125000000000001,-0.04270833333333334,-0.04270833333333334,0.011458333333333334,-0.03125000000000001,-0.054166666666666675
2,-0.052173913043478286,-0.04586352657004832,-0.052173913043478286,0.0103652990264251,-0.03125000000000001,-0.054166666666666675
3,-0.03529411764705883,-0.04322117433930095,-0.04373401534526856,0.010075993443051346,-0.03125000000000001,-0.054166666666666675
4,-0.050000000000000024,-0.044576939471440764,-0.050000000000000024,0.009411318263964689,-0.03125000000000001,-0.054166666666666675
5,-0.04761904761904764,-0.04508395749604191,-0.04880952380952383,0.008665800363558367,-0.03125000000000001,-0.054166666666666675
6,-0.04210526315789475,-0.04465842973344946,-0.04761904761904764,0.008090397116063335,-0.03125000000000001,-0.054166666666666675
7,-0.04500000000000002,-0.044701126016768275,-0.04630952380952383,0.007568716576601337,-0.03125000000000001,-0.054166666666666675
8,-0.03529411764705883,-0.043655902864578336,-0.04500000000000002,0.007724011252525593,-0.03125000000000001,-0.054166666666666675
9,-0.050000000000000024,-0.04429031257812051,-0.04630952380952383,0.007570772484228916,-0.03125000000000001,-0.054166666666666675
