step,reward,mean,median,std,max,min
0,-0.05925925925925928,-0.05925925925925928,-0.05925925925925928,0.0,-0.05925925925925928,-0.05925925925925928
1,-0.03529411764705883,-0.047276688453159056,-0.047276688453159056,0.011982570806100226,-0.03529411764705883,-0.05925925925925928
2,-0.08571428571428569,-0.0600892208735346,-0.05925925925925928,0.02059231190181955,-0.03529411764705883,-0.08571428571428569
3,-0.052173913043478286,-0.05811039391602052,-0.055716586151368784,0.018159838944211967,-0.03529411764705883,-0.08571428571428569
4,-0.05769230769230771,-0.05802677667127796,-0.05769230769230771,0.01624351463687115,-0.03529411764705883,-0.08571428571428569
5,-0.03529411764705883,-0.05423800016724143,-0.054933110367893,0.017077781182564932,-0.03529411764705883,-0.08571428571428569
6,-0.04210526315789475,-0.05250475202304905,-0.052173913043478286,0.01637104553843226,-0.03529411764705883,-0.08571428571428569
7,-0.07105263157894738,-0.05482323696753634,-0.054933110367893,0.0164965859372006,-0.03529411764705883,-0.08571428571428569
8,-0.02666666666666669,-0.0516947291563286,-0.052173913043478286,0.01789414299476005,-0.02666666666666669,-0.08571428571428569
9,-0.07441860465116278,-0.053967116705812015,-0.054933110367893,0.01829355145237396,-0.02666666666666669,-0.08571428571428569
