step,reward,mean,median,std,max,min
0,-0.09333333333333332,-0.09333333333333332,-0.09333333333333332,0.0,-0.09333333333333332,-0.09333333333333332
1,-0.1,-0.09666666666666666,-0.09666666666666666,0.003333333333333341,-0.09333333333333332,-0.1
2,-0.1,-0.09777777777777778,-0.1,0.0031426968052735518,-0.09333333333333332,-0.1
3,-0.1,-0.09833333333333333,-0.1,0.0028867513459481355,-0.09333333333333332,-0.1
4,-0.1,-0.09866666666666665,-0.1,0.002666666666666673,-0.09333333333333332,-0.1
5,-0.1,-0.09888888888888887,-0.1,0.0024845199749997716,-0.09333333333333332,-0.1
6,-0.1,-0.09904761904761904,-0.1,0.0023328473740792228,-0.09333333333333332,-0.1
7,-0.1,-0.09916666666666667,-0.1,0.0022047927592204974,-0.09333333333333332,-0.1
8,-0.1,-0.09925925925925926,-0.1,0.0020951312035157013,-0.09333333333333332,-0.1
9,-0.1,-0.09933333333333333,-0.1,0.0020000000000000044,-0.09333333333333332,-0.1
