step,reward,mean,median,std,max,min
0,-0.07441860465116278,-0.07441860465116278,-0.07441860465116278,0.0,-0.07441860465116278,-0.07441860465116278
1,-0.08552631578947366,-0.07997246022031822,-0.07997246022031822,0.005553855569155441,-0.07441860465116278,-0.08552631578947366
2,-0.07708333333333332,-0.07900941792465659,-0.07708333333333332,0.0047348117226023246,-0.07441860465116278,-0.08552631578947366
3,-0.0760869565217391,-0.0782788025739272,-0.07658514492753621,0.004291296763046517,-0.07441860465116278,-0.08552631578947366
4,-0.06857142857142857,-0.07633732777342747,-0.0760869565217391,0.005459805851010513,-0.06857142857142857,-0.08552631578947366
5,-0.08358208955223878,-0.07754478806989602,-0.07658514492753621,0.005668424394251614,-0.06857142857142857,-0.08552631578947366
6,-0.06764705882352942,-0.07613082674898651,-0.0760869565217391,0.006287814162503582,-0.06764705882352942,-0.08552631578947366
7,-0.07179487179487182,-0.07558883237972218,-0.07525278058645093,0.006053993421586101,-0.06764705882352942,-0.08552631578947366
8,-0.07799999999999999,-0.07585673989308638,-0.0760869565217391,0.0057578395848181104,-0.06764705882352942,-0.08552631578947366
9,-0.07105263157894738,-0.07537632906167248,-0.07525278058645093,0.0056493004981596345,-0.06764705882352942,-0.08552631578947366
