steps,time,reward,delta,converged
1,0.002867364821407925,-5.36033780429179,0.7724731183415571,False
2,0.00243398107807824,-7.832697672200161,0.48155921197392804,False
3,0.005499667357236504,-9.050516125412614,0.2654322833568043,False
4,0.0025659320081352632,-9.781271501859607,0.15197963106282347,False
5,0.009167824200274843,-10.147206322030316,0.08510859339518106,False
6,0.004450775982085986,-10.301859062714287,0.04650467841611394,False
7,0.004659369069122121,-10.404269180514284,0.026915861481399656,False
8,0.003860552360816172,-10.457425168360146,0.016843975756106355,False
9,0.0030866246003942166,-10.481532630056986,0.011098822317356816,False
10,0.0024375366420619216,-10.502391652545702,0.007450424823743362,False
11,0.00248138859785918,-10.517817039234117,0.004920306585878387,False
12,0.0024296353887649502,-10.527446773401854,0.0029882016069660566,False
13,0.0024158081954963606,-10.531911004867304,0.0017835615000190153,False
14,0.00422045444848429,-10.53215471252115,0.0011870103640357899,False
15,0.00269235206088414,-10.53079555365833,0.0007879715269606957,False
16,0.004378479514420164,-10.529964828778565,0.0005064926622896926,False
17,0.003501835461141134,-10.52998929824805,0.0002777340998903477,False
18,0.002747265771296803,-10.530261005860295,0.0001628551399194822,False
19,0.002711710131461764,-10.53058040079192,0.00010993500102934872,False
20,0.00268800637157085,-10.530856865478649,7.418318127905277e-05,False
21,0.004247318709693637,-10.531064449783809,5.0035268321535487e-05,False
22,0.0035709714274876347,-10.531210807827446,3.373148823965222e-05,False
23,0.006802979088543104,-10.53131110767484,2.2729146614164364e-05,False
24,0.0028325993069016064,-10.531378976742007,1.5308284567250308e-05,False
25,0.0026643026116808244,-10.531424649768377,1.0305697746793019e-05,False
26,0.0032181804677859915,-10.531455316776015,6.935051482470644e-06,True
